Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Nationality,Draft Year,Draft Pick
2013,Tim Ohlbrecht,FC,82,260,24,HOU,3,0,Telekom Baskets Bonn (Germany),Germany,"2010 NBA Draft, Undrafted",NA
2013,Sasha Pavlovic,GF,79,235,29,POR,39,9,Buducnost (Montenegro),Serbia,2003 ,19
2013,Johan Petro,C,84,247,27,ATL,31,7,Pau-Orthez (France),France,2005 ,25
2013,Mickael Pietrus,GF,78,215,31,TOR,19,9,Pau-Orthez (France),France,2003 ,11
2013,Joel Przybilla,C,85,245,33,MIL,12,12,Minnesota,United States,2000 ,9
2013,Chris Quinn,G,74,175,29,CLE,7,5,Notre Dame,United States,"2006 NBA Draft, Undrafted",NA
2013,Vladimir Radmanovic,PF,82,235,32,CHI,25,11,KK FMP (Serbia),Serbia,2001 ,12
2013,Quentin Richardson,GF,78,223,32,NYK,1,12,DePaul,United States,2000 ,18
2013,Brandon Roy,G,78,211,28,MIN,5,5,Washington,United States,2006 ,6
2013,Samardo Samuels,FC,81,260,24,CLE,18,2,Louisville,Jamaica,"2010 NBA Draft, Undrafted",NA
2013,Josh Selby,G,74,195,21,MEM,10,1,Kansas,United States,2011 ,38
2013,Nolan Smith,G,74,190,24,POR,40,1,Duke,United States,2011 ,21
2013,Jerry Stackhouse,SF,78,218,38,BRK,37,17,North Carolina,United States,1995 ,3
2013,DeShawn Stevenson,SG,77,218,31,ATL,56,12,Washington Union High School (California),United States,2000 ,23
2013,DaJuan Summers,PF,80,230,25,LAC,2,3,Georgetown,United States,2009 ,10
2013,Kurt Thomas,FC,81,240,40,NYK,39,17,Texas Christian,United States,1995 ,10
2013,Rasheed Wallace,FC,83,230,38,NYK,21,15,North Carolina,United States,1995 ,4
2013,Luke Walton,F,80,235,32,CLE,50,9,Arizona,United States,2003 ,6
2013,Hakim Warrick,F,81,219,30,"CHA, NOP",28,7,Syracuse,United States,2005 ,19
2013,James White,SF,79,215,30,NYK,57,2,Cincinnati,United States,2006 ,2
2013,Chris Wilcox,FC,82,235,30,BOS,61,10,Maryland,United States,2002 ,8
2013,Terrence Williams,GF,78,220,25,BOS,24,3,Louisville,United States,2009 ,11
2013,Sam Young,F,78,225,27,IND,56,3,Pittsburgh,United StatesLebanon,2009 ,12
2013,Luke Zeller,C,83,245,25,PHX,16,0,Notre Dame,United States,"2009 NBA Draft, Undrafted",NA
2012,Blake Ahearn,G,75,190,27,UTA,4,2,Missouri State,United States,"2007 NBA Draft, Undrafted",NA
2012,Solomon Alabi,C,85,250,23,TOR,14,1,Florida State,Nigeria,2010 ,40
2012,Morris Almond,GF,78,220,27,WAS,4,2,Rice,United States,2007 ,25
2012,Gilbert Arenas,G,75,191,30,MEM,17,10,Arizona,United States,2001 ,4
2012,Kelenna Azubuike,F-G,77,220,28,DAL,3,5,Kentucky,EnglandNigeria,"2005 NBA Draft, Undrafted",NA
2012,Renaldo Balkman,F,80,208,27,NYK,14,5,South Carolina,United StatesPuerto Rico,2006 ,20
2012,Tony Battie,PF,83,230,36,PHI,27,14,Texas Tech,United States,1997 ,5
2012,Raja Bell,SG,77,204,35,UTA,34,12,Florida International,United States,"1999 NBA Draft, Undrafted",NA
2012,Keith Benson,C,83,240,23,GSW,3,0,Oakland,United States,2011 ,36
2012,Mike Bibby,G,74,195,33,NYK,39,13,Arizona,United States,1998 ,2
2012,Earl Boykins,G,65,135,35,HOU,8,12,Eastern Michigan,United States,"1998 NBA Draft, Undrafted",NA
2012,Craig Brackins,F,82,230,24,PHI,14,1,Iowa State,United States,2010 ,21
2012,Jon Brockman,PF,79,255,24,MIL,35,2,Washington,United States,2009 ,16
2012,Derrick Brown,F,79,225,24,CHA,65,2,Xavier,United States,2009 ,20
2012,Derrick Byars,SF,79,220,27,SAS,2,1,Vanderbilt,United States,2007 ,24
2012,Brian Cardinal,PF,80,245,34,DAL,44,11,Purdue,United States,2000 ,30
2012,Anthony Carter,PG,73,190,36,TOR,24,13,Hawaii,United States,"1998 NBA Draft, Undrafted",NA
2012,Brian Cook,PF,81,234,31,"LAC, WAS",32,8,Illinois,United States,2003 ,24
2012,Erick Dampier,C,83,265,36,ATL,15,15,Mississippi State,United States,1996 ,10
2012,Baron Davis,G,75,215,32,NYK,29,12,UCLA,United States,1999 ,3
2012,Josh Davis,F,80,235,31,MEM,15,3,Wyoming,United States,"2002 NBA Draft, Undrafted",NA
2012,Eric Dawson,F,81,255,27,SAS,4,0,Midwestern State,United States,"2007 NBA Draft, Undrafted",NA
2012,Ike Diogu,PF,80,255,28,SAS,2,6,Arizona State,United StatesNigeria,2005 ,9
2012,Jerome Dyson,G,75,180,24,NOP,9,0,Connecticut,United States,"2010 NBA Draft, Undrafted",NA
2012,Francisco Elson,C-F,84,235,36,PHI,5,8,California,NetherlandsSouth Sudan,1999 ,24
2012,Andre Emmett,GF,77,224,29,NJN,6,1,Texas Tech,United States,2004 ,12
2012,Semih Erden,C,84,240,25,CLE,28,1,Fenerbahce Beko (Turkey),Turkey,2008 ,60
2012,Maurice Evans,G-F,77,220,33,WAS,24,9,Texas,United States,"2001 NBA Draft, Undrafted",NA
2012,Christian Eyenga,GF,79,210,22,"CLE, LAL",7,1,CB Prat (Spain),Democratic Republic of the Congo,2009 ,30
2012,Rudy Fernandez,SG,78,185,26,DEN,31,3,Joventut Badalona (Spain),Spain,2007 ,24
2012,Kyrylo Fesenko,C,85,280,25,IND,3,4,BK Cherkassy (Ukraine),Ukraine,2007 ,16
2012,Jonny Flynn,PG,70,196,23,"HOU, POR",29,2,Syracuse,United States,2009 ,6
2012,Jeff Foote,C,84,265,24,NOP,4,0,Cornell,United States,"2010 NBA Draft, Undrafted",NA
2012,Gary Forbes,F,79,220,27,TOR,48,1,Massachusetts,Panama,"2008 NBA Draft, Undrafted",NA
2012,T.J. Ford,PG,72,165,28,SAS,14,8,Texas,United States,2003 ,8
2012,Courtney Fortson,G,71,185,23,"HOU, LAC",10,0,Arkansas,United States,"2010 NBA Draft, Undrafted",NA
2012,Jeff Foster,C,83,236,35,IND,11,12,Texas State,United States,1999 ,21
2012,Dan Gadzuric,FC,83,240,34,NYK,2,9,UCLA,NetherlandsUnited States,2002 ,10
2012,Sundiata Gaines,G,73,195,25,NJN,57,2,Georgia,United States,"2008 NBA Draft, Undrafted",NA
2012,Mickell Gladness,C,83,220,25,"GOS, MIA",26,0,Alabama A&M,United States,"2008 NBA Draft, Undrafted",NA
2012,Donte Greene,F,83,226,24,SAC,53,3,Syracuse,United StatesGermany,2008 ,28
2012,Luke Harangody,F,80,245,24,CLE,21,1,Notre Dame,United States,2010 ,44
2012,Darington Hobson,GF,79,210,24,MIL,5,1,New Mexico,United States,2010 ,14
2012,Dennis Horner,PF,81,230,24,NJN,8,0,NC State,United States,"2010 NBA Draft, Undrafted",NA
2012,Larry Hughes,G,77,184,33,ORL,9,12,Saint Louis,United States,1998 ,8
2012,Armon Johnson,G,74,195,23,"NJN, POR",9,1,Nevada,United States,2010 ,8
2012,JaJuan Johnson,FC,82,220,23,BOS,36,0,Purdue,United StatesGermany,2011 ,27
2012,Squeaky Johnson,G,70,180,29,NOP,15,0,UAB,United States,"2006 NBA Draft, Undrafted",NA
2012,Trey Johnson,SF,77,215,27,NOP,11,2,Jackson State,United StatesQatar,"2007 NBA Draft, Undrafted",NA
2012,Jason Kapono,SF,80,213,31,LAL,27,8,UCLA,United States,2003 ,4
2012,D.J. Kennedy,GF,78,215,22,CLE,2,0,St. John's,United States,"2011 NBA Draft, Undrafted",NA
2012,Travis Leslie,G,76,205,21,LAC,10,0,Georgia,United States,2011 ,34
2012,Vernon Macklin,F,82,227,25,DET,23,0,Florida,United States,2011 ,44
2012,Jamaal Magloire,C,83,259,33,TOR,34,11,Kentucky,Canada,2000 ,19
2012,Tracy McGrady,GF,80,210,32,ATL,52,14,Mt. Zion Christian Academy (North Carolina),United States,1997 ,9
2012,Brad Miller,C,84,261,35,MIN,15,13,Purdue,United States,"1998 NBA Draft, Undrafted",NA
2012,Jamario Moon,F,80,205,31,CHA,8,4,Meridian,United States,"2001 NBA Draft, Undrafted",NA
2012,Mikki Moore,F-C,83,225,36,GSW,7,13,Nebraska,United States,"1997 NBA Draft, Undrafted",NA
2012,Eduardo Najera,F,80,235,35,CHA,22,11,Oklahoma,Mexico,2000 ,18
2012,Andres Nocioni,F,79,225,32,PHI,11,7,Baskonia (Spain),Argentina,"2001 NBA Draft, Undrafted",NA
2012,Mehmet Okur,FC,83,249,32,NJN,17,9,Anadolu Efes (Turkey),Turkey,2001 ,18
2012,Larry Owens,SF,79,215,29,NJN,7,1,Oral Roberts,United States,"2006 NBA Draft, Undrafted",NA
2012,Anthony Parker,GF,78,215,36,CLE,51,8,Bradley,United States,1997 ,21
2012,Michael Redd,G,78,220,32,PHX,51,11,Ohio State,United States,2000 ,28
2012,Ryan Reid,PF,80,235,25,OKC,5,0,Florida State,United States,2010 ,54
2012,Walker Russell,PG,72,175,29,DET,28,0,Jacksonville State,United States,"2006 NBA Draft, Undrafted",NA
2012,Brian Scalabrine,PF,81,241,33,CHI,28,10,USC,United States,2001 ,12
2012,Bobby Simmons,F,78,235,31,LAC,28,10,DePaul,United States,2001 ,26
2012,James Singleton,F,80,230,30,WAS,12,4,Murray State,United States,"2003 NBA Draft, Undrafted",NA
2012,Brian Skinner,FC,81,255,35,MEM,1,13,Baylor,United States,1998 ,22
2012,Craig Smith,PF,79,250,28,POR,47,5,Boston College,United States,2006 ,12
2012,Jerry Smith,G,74,190,24,NJN,5,0,Louisville,United States,"2010 NBA Draft, Undrafted",NA
2012,Trey Thompkins,PF,82,245,21,LAC,24,0,Georgia,United States,2011 ,14
2012,Mychel Thompson,SF,78,211,23,CLE,5,0,Pepperdine,United StatesBahamas,"2011 NBA Draft, Undrafted",NA
2012,Edwin Ubiles,GF,78,205,25,WAS,4,0,Siena,United StatesPuerto Rico,"2010 NBA Draft, Undrafted",NA
2012,Ben Uzoh,SG,75,205,23,"CLE, TOR",18,1,Tulsa,United StatesNigeria,"2010 NBA Draft, Undrafted",NA
2012,Von Wafer,GF,77,210,26,ORL,33,6,Florida State,United States,2005 ,18
2012,Ben Wallace,FC,81,240,37,DET,62,15,Virginia Union,United States,"1996 NBA Draft, Undrafted",NA
2012,Darryl Watkins,C,83,258,27,NOP,5,1,Syracuse,United States,"2007 NBA Draft, Undrafted",NA
2012,Delonte West,G,75,180,28,DAL,44,7,Saint Joseph's,United States,2004 ,24
2012,Jordan Williams,PF,82,260,21,NJN,43,0,Maryland,United States,2011 ,12
2012,Sean Williams,C,82,235,25,"BOS, DAL",11,3,Boston College,United States,2007 ,17
2012,Shelden Williams,PF,81,250,28,NJN,58,5,Duke,United States,2006 ,5
2012,Jianlian Yi,F,84,250,24,DAL,30,4,Guangdong Dongguan (China),China,2007 ,6
2011,Maurice Ager,F-G,77,202,27,MIN,4,3,Michigan State,United States,2006 ,28
2011,Malik Allen,F,82,255,32,ORL,18,10,Villanova,United States,"2000 NBA Draft, Undrafted",NA
2011,David Andersen,F,84,242,30,"NOP, TOR",40,1,Virtus Bologna (Italy),Australia,2002 ,16
2011,Carlos Arroyo,PG,74,202,31,"BOS, MIA",64,8,Florida International,Puerto RicoUnited States,"2001 NBA Draft, Undrafted",NA
2011,Marcus Banks,G,74,200,29,TOR,3,7,UNLV,United States,2003 ,13
2011,Charlie Bell,G,75,200,31,GSW,19,6,Michigan State,United States,"2001 NBA Draft, Undrafted",NA
2011,Derrick Caracter,F,81,276,22,LAL,41,0,UTEP,United States,2010 ,56
2011,Rodney Carney,F,79,205,26,"GOS, MEM",27,4,Memphis,United States,2006 ,16
2011,Jarron Collins,C,83,248,32,"LAC, POR",28,9,Stanford,United States,2001 ,48
2011,Sherron Collins,PG,71,205,23,CHA,20,0,Kansas,United States,"2010 NBA Draft, Undrafted",NA
2011,Marcus Cousin,C,83,255,24,UTA,4,0,Houston,United States,"2009 NBA Draft, Undrafted",NA
2011,Antonio Daniels,G,76,195,35,PHI,4,12,Bowling Green,United States,1997 ,4
2011,Zabian Dowdell,G,75,191,26,PHX,24,0,Virginia Tech,United States,"2007 NBA Draft, Undrafted",NA
2011,Ronald Dupree,F,79,209,30,TOR,3,5,LSU,United States,"2003 NBA Draft, Undrafted",NA
2011,Pat Ewing,F,80,237,26,NOP,7,0,Georgetown,United StatesJamaica,2008 ,26
2011,Joey Graham,G,79,225,28,CLE,39,5,Oklahoma State,United States,2005 ,16
2011,Stephen Graham,GF,78,215,28,NJN,59,5,Oklahoma State,United States,"2005 NBA Draft, Undrafted",NA
2011,Orien Greene,G,77,218,29,NJN,3,3,Louisiana,United States,2005 ,46
2011,Luther Head,G,75,185,28,SAC,36,5,Illinois,United States,2005 ,24
2011,Eddie House,G,73,190,32,MIA,56,10,Arizona State,United States,2000 ,16
2011,Zydrunas Ilgauskas,C,87,260,35,MIA,72,14,BC Aisciai-Atletas (Lithuania),Lithuania,1996 ,20
2011,Darnell Jackson,F,80,241,25,SAC,59,2,Kansas,United States,2008 ,44
2011,Pooh Jeter,G,71,176,27,SAC,62,0,Portland,United StatesUkraine,"2006 NBA Draft, Undrafted",NA
2011,Nenad Krstic,C,82,255,27,"BOS, OKC",71,6,KK Partizan (Serbia),Serbia,2002 ,24
2011,Acie Law,SG,75,202,26,"GOS, MEM",51,3,Texas A&M,United States,2007 ,11
2011,Gani Lawal,F,81,234,22,PHX,1,0,Georgia Tech,United StatesNigeria,2010 ,32
2011,Sean Marks,F-C,82,250,35,POR,29,11,California,New Zealand,1998 ,30
2011,D.J. Mbenga,FC,84,255,30,NOP,41,6,OpenJobMetis Varese (Italy),Democratic Republic of the CongoBelgium,"2002 NBA Draft, Undrafted",NA
2011,Antonio McDyess,F,81,245,36,SAS,73,15,Alabama,United States,1995 ,2
2011,Pops Mensah-Bonsu,F,81,235,27,NOP,7,3,George Washington,EnglandGhana,"2006 NBA Draft, Undrafted",NA
2011,Yao Ming,C,90,310,30,HOU,5,8,Shanghai Dongfang (China),China,2002 ,1
2011,Shaquille O'Neal,C,85,325,38,BOS,37,18,LSU,United States,1992 ,1
2011,Fabricio Oberto,FC,82,245,35,POR,5,5,Valencia Basket (Spain),ArgentinaItaly,"1997 NBA Draft, Undrafted",NA
2011,Morris Peterson,G,79,220,33,OKC,4,10,Michigan State,United States,2000 ,21
2011,James Posey,F,80,217,34,IND,49,11,Xavier,United States,1999 ,18
2011,Leon Powe,F,80,240,27,"CLE, MEM",30,4,California,United States,2006 ,38
2011,Theo Ratliff,C,82,235,37,LAL,10,15,Wyoming,United States,1995 ,18
2011,Andy Rautins,G,76,190,24,NYK,5,0,Syracuse,United StatesCanada,2010 ,16
2011,Quinton Ross,GF,78,195,29,NJN,36,7,Southern Methodist,United States,"2003 NBA Draft, Undrafted",NA
2011,Garret Siler,C,83,305,24,PHX,21,0,Augusta University,United States,"2009 NBA Draft, Undrafted",NA
2011,Joe Smith,F,82,225,35,"LAL, NJN",16,15,Maryland,United States,1995 ,1
2011,Darius Songaila,PF,80,248,33,PHI,10,7,Wake Forest,Lithuania,2002 ,42
2011,Peja Stojakovic,F,82,229,33,"DAL, NOP, TOR",33,12,PAOK BC (Greece),SerbiaGreece,1996 ,14
2011,Pape Sy,SF,79,224,22,ATL,3,0,STB Le Havre (France),France,2010 ,46
2011,Jermaine Taylor,G,77,205,24,"HOU, SAC",34,1,UCF,United States,2009 ,4
2011,Etan Thomas,C,81,256,32,ATL,13,10,Syracuse,United States,2000 ,12
2011,Al Thornton,F,80,203,27,"GOS, WAS",71,3,Florida State,United States,2007 ,14
2011,Ime Udoka,G-F,77,220,33,SAS,20,7,Portland State,United StatesNigeria,"2000 NBA Draft, Undrafted",NA
2011,Willie Warren,GF,76,200,21,LAC,19,0,Oklahoma,United States,2010 ,48
2011,Kyle Weaver,SG,78,200,25,UTA,5,2,Washington State,United States,2008 ,16
2011,Mario West,G,77,210,26,NJN,6,3,Georgia Tech,United States,"2007 NBA Draft, Undrafted",NA
2011,Jason Williams,G,73,190,35,"MEM, ORL",27,11,Florida,United States,1998 ,7
2011,Jawad Williams,F,81,225,28,CLE,26,2,North Carolina,United States,"2005 NBA Draft, Undrafted",NA
2011,Antoine Wright,GF,79,210,27,SAC,7,5,Texas A&M,United States,2005 ,15
2011,Julian Wright,F,80,225,23,TOR,52,3,Kansas,United States,2007 ,13
2010,Joe Alexander,SF,80,230,23,CHI,8,1,West Virginia,United StatesIsrael,2008 ,8
2010,Rafer Alston,G,74,175,33,"MIA, NJN",52,10,Fresno State,United States,1998 ,20
2010,Antonio Anderson,SG,78,215,24,OKC,1,0,Memphis,United States,"2009 NBA Draft, Undrafted",NA
2010,Chucky Atkins,G,71,185,35,DET,40,11,South Florida,United States,"1996 NBA Draft, Undrafted",NA
2010,Jonathan Bender,F,83,202,29,NYK,25,7,Picayune High School (Mississippi),United States,1999 ,5
2010,Josh Boone,C,82,237,25,NJN,63,3,Connecticut,United States,2006 ,23
2010,Ryan Bowen,F,81,218,34,OKC,1,9,Iowa,United States,1998 ,52
2010,Primoz Brezec,C,86,252,30,"MIL, PHL",21,7,Union Olimpija (Slovenia),Slovenia,2000 ,27
2010,Devin Brown,SF,77,220,31,"CHI, NOP",50,7,Texas-San Antonio,United States,"2002 NBA Draft, Undrafted",NA
2010,Mardy Collins,G,78,220,25,LAC,43,3,Temple,United States,2006 ,29
2010,JamesOn Curry,G,76,200,24,LAC,1,1,Oklahoma State,United States,2007 ,42
2010,Paul Davis,FC,83,270,25,WAS,2,3,Michigan State,United States,2006 ,8
2010,Ricky Davis,GF,79,195,30,LAC,36,11,Iowa,United States,1998 ,21
2010,Yakhouba Diawara,SF,79,225,27,MIA,6,3,Pepperdine,France,"2005 NBA Draft, Undrafted",NA
2010,Travis Diener,PG,73,174,28,"IND, POR",9,4,Marquette,United StatesItaly,2005 ,16
2010,Michael Finley,G-F,79,225,36,"BOS, SAN",46,14,Wisconsin,United States,1995 ,21
2010,Devean George,F-G,80,235,32,GSW,45,10,Augsburg College,United States,1999 ,23
2010,J.R. Giddens,GF,77,210,25,"BOS, NYK",32,1,New Mexico,United States,2008 ,30
2010,Trey Gilder,F,81,185,25,MEM,2,0,Northwestern State,United States,"2008 NBA Draft, Undrafted",NA
2010,Taylor Griffin,F,80,235,23,PHX,8,0,Oklahoma,United States,2009 ,36
2010,Malik Hairston,SF,78,220,23,SAS,47,1,Oregon,United States,2008 ,36
2010,Marcus Haislip,FC,82,230,29,SAS,10,3,Tennessee,United States,2002 ,13
2010,Jason Hart,G,75,180,31,"MIN, NOP",5,8,Syracuse,United States,2000 ,40
2010,Trenton Hassell,F,77,227,30,NJN,52,8,Austin Peay,United States,2001 ,2
2010,Jarvis Hayes,SF,78,220,28,NJN,45,6,Georgia,United StatesQatar,2003 ,10
2010,Chris Hunter,F-C,83,240,25,GSW,60,1,Michigan,United States,"2006 NBA Draft, Undrafted",NA
2010,Lindsey Hunter,G,74,195,39,CHI,13,16,Jackson State,United States,1993 ,10
2010,Othello Hunter,FC,80,225,23,ATL,7,1,Ohio State,United States,"2008 NBA Draft, Undrafted",NA
2010,Steven Hunter,F-C,84,240,28,MEM,21,8,DePaul,United States,2001 ,15
2010,Allen Iverson,G,72,165,34,"MEM, PHL",28,13,Georgetown,United States,1996 ,1
2010,Cedric Jackson,PG,75,190,23,"CLE, SAN, WAS",12,0,Cleveland State,United States,"2009 NBA Draft, Undrafted",NA
2010,Nathan Jawai,C,82,280,23,MIN,39,1,Cairns (Australia),Australia,2008 ,22
2010,Anthony Johnson,G,75,195,35,ORL,31,12,Charleston,United States,1997 ,22
2010,Dwayne Jones,C,83,248,26,PHX,2,4,Saint Joseph's,United States,"2005 NBA Draft, Undrafted",NA
2010,Coby Karl,SF,77,215,26,"CLE, GOS",7,1,Boise State,United States,"2007 NBA Draft, Undrafted",NA
2010,Oliver Lafayette,PG,75,190,25,BOS,1,0,Houston,United StatesCroatia,"2007 NBA Draft, Undrafted",NA
2010,Marcus Landry,F,79,230,24,"BOS, NYK",18,0,Wisconsin,United States,"2009 NBA Draft, Undrafted",NA
2010,Desmond Mason,G-F,79,224,32,SAC,5,9,Oklahoma State,United States,2000 ,17
2010,Sean May,PF,81,266,25,SAC,37,4,North Carolina,United States,2005 ,13
2010,Randolph Morris,C,83,276,24,ATL,28,3,Kentucky,United States,"2005 NBA Draft, Undrafted",NA
2010,Adam Morrison,SF,80,198,25,LAL,31,3,Gonzaga,United States,2006 ,3
2010,Flip Murray,SG,75,200,30,"CHA, CHI",75,7,Shaw,United States,2002 ,26
2010,Rasho Nesterovic,C,84,255,33,TOR,42,11,Virtus Bologna (Italy),Slovenia,1998 ,17
2010,Patrick O'Bryant,C,84,250,23,TOR,11,3,Bradley,United States,2006 ,9
2010,Kevin Ollie,G,76,195,37,OKC,25,13,Connecticut,United States,"1995 NBA Draft, Undrafted",NA
2010,Oleksiy Pecherov,C,84,232,24,MIN,44,2,Paris Basket Racing (France),Ukraine,2006 ,18
2010,Chris Richard,F,81,255,25,CHI,18,1,Florida,United States,2007 ,22
2010,Kareem Rush,G,78,201,29,LAC,7,7,Missouri,United States,2002 ,20
2010,Kenny Thomas,F,79,245,32,SAC,26,10,New Mexico,United States,1999 ,22
2010,Tim Thomas,F,82,240,33,DAL,18,12,Villanova,United States,1997 ,7
2010,Alando Tucker,F,78,205,26,"MIN, PHX",15,2,Wisconsin,United States,2007 ,29
2010,Roko Ukic,G,77,183,25,MIL,13,1,Fenerbahce Beko (Turkey),Croatia,2005 ,22
2010,Mike Wilks,G,70,185,30,OKC,4,8,Rice,United States,"2001 NBA Draft, Undrafted",NA
2010,Marcus D. Williams,G,75,205,24,MEM,62,3,Connecticut,United States,2006 ,22
2009,Alex Acker,SG,77,185,26,"DET, LAC",25,1,Pepperdine,United States,2005 ,60
2009,Hassan Adams,G,76,220,24,TOR,12,1,Arizona,United States,2006 ,48
2009,Brent Barry,G,79,210,37,HOU,56,13,Oregon State,United States,1995 ,15
2009,Maceo Baston,FC,83,230,32,IND,27,4,Michigan,United States,1998 ,58
2009,Mark Blount,C-F,84,250,33,MIA,20,9,Pittsburgh,United States,1997 ,52
2009,Calvin Booth,C,83,230,32,"MIN, SAC",8,9,Penn State,United States,1999 ,12
2009,Bruce Bowen,F,79,200,37,SAS,80,13,Cal State Fullerton,United States,"1993 NBA Draft, Undrafted",NA
2009,Andre Brown,FC,81,245,27,CHA,4,3,DePaul,United States,"2004 NBA Draft, Undrafted",NA
2009,Dee Brown,G,72,185,24,"PHX, WAS",19,1,Illinois,United States,2006 ,32
2009,Greg Buckner,G-F,76,210,32,MEM,63,10,Clemson,United States,1998 ,48
2009,Speedy Claxton,G,71,170,30,ATL,2,8,Hofstra,United States,2000 ,20
2009,Joe Crawford,G,77,207,22,NYK,2,0,Kentucky,United States,2008 ,56
2009,Javaris Crittenton,G,77,200,21,"MEM, WAS",63,1,Georgia Tech,United States,2007 ,19
2009,Austin Croshere,F,81,235,33,"MIL, SAN",14,11,Providence,United States,1997 ,12
2009,Jermareo Davidson,PF,82,230,24,GSW,14,1,Alabama,United States,2007 ,12
2009,Juan Dixon,G,75,164,30,WAS,50,6,Maryland,United States,2002 ,17
2009,Quincy Douby,G,75,175,24,"SAC, TOR",27,2,Rutgers,United States,2006 ,19
2009,Desmon Farmer,G,77,215,27,SAS,3,2,USC,United States,"2004 NBA Draft, Undrafted",NA
2009,Adonal Foyle,C,82,250,33,"MEM, ORL",10,11,Colgate,Saint Vincent and the GrenadinesUnited States,1997 ,8
2009,Thomas Gardner,G,77,225,24,ATL,16,1,Missouri,United States,"2006 NBA Draft, Undrafted",NA
2009,Eddie Gill,PG,72,190,30,MIL,6,7,Weber State,United States,"2000 NBA Draft, Undrafted",NA
2009,Matt Harpring,F,79,230,32,UTA,63,10,Georgia Tech,United States,1998 ,15
2009,Walter Herrmann,F,81,225,29,DET,59,2,Unicaja (Spain),Argentina,"2001 NBA Draft, Undrafted",NA
2009,Steven Hill,C,84,248,23,OKC,1,0,Arkansas,United States,"2008 NBA Draft, Undrafted",NA
2009,Bobby Jackson,G,73,185,35,SAC,71,11,Minnesota,United States,1997 ,23
2009,Jerome James,C,84,300,33,NYK,2,9,Florida A&M,United States,1998 ,14
2009,Marko Jaric,GF,79,224,30,MEM,53,6,Fortituto Kontatto Bologna (Italy),SerbiaGreece,2000 ,2
2009,Dontell Jefferson,G,77,195,25,CHA,6,0,Arkansas,United States,"2006 NBA Draft, Undrafted",NA
2009,Linton Johnson,F,80,205,28,"CHA, CHI",10,5,Tulane,United States,"2002 NBA Draft, Undrafted",NA
2009,Damon Jones,G,75,185,32,MIL,18,10,Houston,United States,"1997 NBA Draft, Undrafted",NA
2009,Fred Jones,G,76,210,29,LAC,52,6,Oregon,United States,2002 ,14
2009,Tarence Kinsey,GF,78,185,24,CLE,50,2,South Carolina,United States,"2006 NBA Draft, Undrafted",NA
2009,Brevin Knight,G,70,170,33,UTA,74,11,Stanford,United States,1997 ,16
2009,Rob Kurz,F,81,232,23,GSW,40,0,Notre Dame,United States,"2008 NBA Draft, Undrafted",NA
2009,Tyronn Lue,G,72,170,31,"MIL, ORL",44,10,Nebraska,United States,1998 ,23
2009,Mark Madsen,C-F,81,240,33,MIN,19,8,Stanford,United States,2000 ,29
2009,Stephon Marbury,G,74,180,32,BOS,23,12,Georgia Tech,United States,1996 ,4
2009,Donyell Marshall,F,81,245,35,PHI,25,14,Connecticut,United States,1994 ,4
2009,Rashad McCants,G,76,200,24,"MIN, SAC",58,3,North Carolina,United States,2005 ,14
2009,Chris Mihm,C,84,265,29,LAL,18,8,Texas,United States,2000 ,7
2009,Darius Miles,F,81,210,27,MEM,34,8,East St. Louis Senior High School (Illinois),United States,2000 ,3
2009,Cuttino Mobley,G,76,190,33,LAC,11,10,Rhode Island,United States,1998 ,24
2009,Dikembe Mutombo,C,86,260,42,HOU,9,17,Georgetown,Democratic Republic of the Congo,1991 ,4
2009,DeMarcus Nelson,G,76,200,23,GSW,13,0,Duke,United States,"2008 NBA Draft, Undrafted",NA
2009,Demetris Nichols,SF,80,216,24,"CHI, NYK",4,1,Syracuse,United States,2007 ,46
2009,Gabe Pruitt,G,76,185,22,BOS,47,1,USC,United States,2007 ,4
2009,Jeremy Richardson,SF,79,185,24,ORL,12,2,Delta State,United States,"2006 NBA Draft, Undrafted",NA
2009,Anthony Roberson,SG,75,198,26,"CHI, NYK",29,2,Florida,United States,"2005 NBA Draft, Undrafted",NA
2009,Malik Rose,F,79,250,34,"NYK, OKC",38,12,Drexel,United States,1996 ,30
2009,Michael Ruffin,F-C,81,245,32,POR,11,8,Tulsa,United States,1999 ,6
2009,Cheickh Samb,C,85,245,24,"DEN, LAC, NYK",18,1,CB Cornella (Spain),Senegal,2006 ,42
2009,Saer Sene,C,84,230,22,"NYK, OKC",6,2,Voo Wolves Verviers-Pepinster (Belgium),Senegal,2006 ,10
2009,Walter Sharpe,F,81,245,22,DET,8,0,UAB,United States,2008 ,4
2009,Cedric Simmons,FC,81,235,23,"CHI, SAC",18,2,NC State,United StatesBulgaria,2006 ,15
2009,Courtney Sims,FC,82,245,25,"NYK, PHX",2,1,Michigan,United States,"2007 NBA Draft, Undrafted",NA
2009,Sean Singletary,PG,72,185,23,"CHA, PHX",37,0,Virginia,United States,2008 ,24
2009,Will Solomon,G,73,181,30,"SAC, TOR",53,1,Clemson,United States,2001 ,8
2009,Yue Sun,G,80,205,23,LAL,10,0,Beijing Olympians (United States),China,2007 ,20
2009,Robert Swift,C,84,245,23,OKC,26,4,Bakersfield High School (California),United States,2004 ,12
2009,Stromile Swift,F-C,81,225,29,"NJN, PHX",19,8,LSU,United States,2000 ,2
